Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Pool Area,Pool QC,Fence,Misc Feature,Mo Sold,Yr Sold,Sale Type,SalePrice,BsmtBaths,Baths,HasPorch,TotalPorchArea,Property_age
1621,120,RL,41.0,5330,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,298.0,1494.0,GasA,Ex,Y,SBrkr,1652,0,0,1652,2,1,Ex,6,Typ,0,None,Attchd,2000.0,RFn,2.0,499.0,TA,TA,Y,0,None,None,None,8,2007,WD ,251000,1.0,2,1,144,7
218,90,RL,72.0,10778,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,1768.0,1768.0,GasA,TA,N,SBrkr,1768,0,0,1768,4,2,TA,8,Typ,0,None,None,1968.0,None,0.0,0.0,None,None,Y,0,None,None,None,4,2010,WD ,136500,0.0,2,0,0,42
1504,90,RL,74.0,6845,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,WdShing,Wd Shng,BrkCmn,58.0,TA,TA,Slab,None,None,None,0.0,0.0,GasA,TA,N,FuseF,1152,0,0,1152,2,2,TA,6,Typ,0,None,None,1955.0,None,0.0,0.0,None,None,N,0,None,None,None,7,2008,WD ,82500,0.0,2,0,0,53
946,30,I (all),109.0,21780,Grvl,None,Reg,Lvl,NoSewr,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,4,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,CBlock,None,None,None,0.0,0.0,GasA,TA,N,FuseA,810,0,0,810,1,1,TA,4,Min1,0,None,Detchd,1975.0,Unf,1.0,280.0,TA,TA,N,0,None,None,None,3,2009,ConLD,57625,0.0,1,1,143,99
455,120,RL,80.0,10307,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,176.0,Gd,TA,PConc,Gd,TA,No,474.0,1350.0,GasA,Ex,Y,SBrkr,1358,0,0,1358,2,1,Gd,6,Typ,1,Gd,Attchd,2008.0,RFn,2.0,484.0,TA,TA,Y,0,None,None,None,5,2009,WD ,212500,1.0,2,1,218,2
2906,120,RM,32.0,4500,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Ex,TA,No,319.0,1216.0,GasA,Ex,Y,SBrkr,1216,0,0,1216,2,1,TA,5,Typ,0,None,Attchd,1998.0,Unf,2.0,402.0,TA,TA,Y,0,None,None,None,5,2006,WD ,164000,1.0,2,1,125,8
2878,50,RM,75.0,9060,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1957,1957,Gable,CompShg,MetalSd,MetalSd,BrkFace,327.0,TA,TA,CBlock,TA,TA,No,967.0,967.0,GasA,Gd,Y,SBrkr,967,671,0,1638,4,1,Gd,6,Typ,0,None,Detchd,1957.0,Unf,1.0,384.0,TA,TA,Y,0,None,None,None,4,2006,WD ,139000,0.0,2,1,21,49
1173,160,FV,24.0,2160,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,Gd,TA,PConc,Gd,TA,No,90.0,600.0,GasA,Ex,Y,SBrkr,624,628,0,1252,2,1,Gd,4,Typ,0,None,Detchd,1999.0,Unf,2.0,462.0,TA,TA,Y,0,None,None,None,3,2008,WD ,160000,1.0,3,1,48,9
985,85,RL,70.0,7669,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1992,1993,Gable,CompShg,HdBoard,Wd Shng,None,0.0,TA,TA,PConc,Gd,TA,Av,0.0,828.0,GasA,TA,Y,SBrkr,883,0,0,883,2,1,TA,5,Typ,1,Fa,Detchd,1998.0,Unf,2.0,698.0,TA,TA,Y,0,None,GdPrv,None,6,2009,WD ,149000,1.0,1,1,132,17
975,20,RL,62.0,9858,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,354.0,864.0,GasA,TA,Y,SBrkr,874,0,0,874,3,1,TA,5,Typ,0,None,Attchd,1968.0,RFn,1.0,288.0,TA,TA,Y,0,None,GdWo,Shed,11,2009,WD ,130000,1.0,1,1,33,41
202,70,RM,50.0,10300,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,576.0,576.0,GasA,Gd,Y,SBrkr,902,808,0,1710,3,1,TA,9,Typ,0,None,Detchd,1990.0,Unf,2.0,480.0,TA,TA,Y,0,None,GdPrv,None,4,2010,WD ,140000,0.0,2,1,87,89
528,20,FV,65.0,8125,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,288.0,Gd,TA,PConc,Gd,TA,No,1836.0,1836.0,GasA,Ex,Y,SBrkr,1836,0,0,1836,3,1,Gd,8,Typ,1,Gd,Attchd,2009.0,Fin,2.0,517.0,TA,TA,Y,0,None,None,None,10,2009,New,264500,0.0,2,1,175,1
2579,20,RL,69.0,14850,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,197.0,1092.0,GasA,TA,Y,FuseA,1092,0,0,1092,2,1,TA,6,Typ,1,TA,Attchd,1957.0,Fin,1.0,299.0,TA,TA,Y,0,None,MnWw,None,5,2006,WD ,141000,1.0,1,1,390,49
1841,120,FV,35.0,4274,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,135.0,1241.0,GasA,Ex,Y,SBrkr,1241,0,0,1241,1,1,Gd,4,Typ,0,None,Attchd,2007.0,Fin,2.0,569.0,TA,TA,Y,0,None,None,None,11,2007,New,199900,1.0,2,1,116,1
591,20,RL,80.0,9650,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,TA,TA,CBlock,Gd,TA,No,664.0,1350.0,GasA,TA,Y,SBrkr,1334,0,0,1334,2,1,TA,6,Typ,1,TA,Attchd,1977.0,RFn,2.0,630.0,TA,TA,Y,0,None,None,None,4,2009,WD ,167900,1.0,2,1,16,32
1897,20,RL,0.0,14585,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,85.0,TA,TA,CBlock,TA,TA,No,331.0,1144.0,GasA,Ex,Y,SBrkr,1429,0,0,1429,3,1,Gd,7,Typ,2,Gd,Attchd,1960.0,Unf,2.0,572.0,TA,TA,Y,0,None,None,None,6,2007,WD ,181900,1.0,1,1,326,47
70,20,FV,75.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,Gd,TA,Av,488.0,1566.0,GasA,Ex,Y,SBrkr,1566,0,0,1566,3,1,Gd,7,Typ,0,None,Attchd,2008.0,RFn,2.0,750.0,TA,TA,Y,0,None,None,None,4,2010,WD ,262500,1.0,2,1,312,2
590,60,RL,0.0,13774,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1977,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,283.0,TA,Gd,PConc,Gd,TA,No,476.0,908.0,GasA,Ex,Y,SBrkr,1316,972,0,2288,4,1,Gd,8,Typ,2,TA,Attchd,1977.0,RFn,2.0,520.0,TA,TA,Y,0,None,None,None,11,2009,WD ,230000,0.0,3,1,549,32
1172,120,FV,50.0,5119,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,Gd,TA,PConc,Ex,TA,Av,460.0,1698.0,GasA,Ex,Y,SBrkr,1709,0,0,1709,2,1,Gd,5,Typ,1,TA,Attchd,1999.0,Fin,2.0,506.0,TA,TA,Y,0,None,None,None,1,2008,CWD,328900,1.0,2,1,162,9
1714,20,RL,71.0,9254,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,No,1602.0,1721.0,GasA,Ex,Y,SBrkr,1721,0,0,1721,3,1,Gd,7,Typ,0,None,Attchd,2005.0,RFn,2.0,554.0,TA,TA,Y,0,None,None,None,1,2007,WD ,232698,1.0,2,1,195,2
829,20,RL,95.0,10324,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,Gd,TA,PConc,Gd,TA,Av,382.0,1254.0,GasA,Ex,Y,SBrkr,1254,0,0,1254,2,1,Gd,5,Typ,0,None,Attchd,2008.0,RFn,3.0,810.0,TA,TA,Y,0,None,None,None,3,2009,WD ,221800,1.0,2,1,260,1
1397,50,RL,63.0,8375,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,7,1941,1973,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,240.0,576.0,GasA,Gd,Y,SBrkr,864,486,0,1350,2,1,Gd,6,Min1,0,None,2Types,1973.0,Unf,3.0,627.0,TA,TA,N,0,None,MnPrv,None,6,2008,WD ,152400,1.0,2,0,0,67
877,20,RL,75.0,9750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,No,1630.0,1630.0,GasA,Ex,Y,SBrkr,1630,0,0,1630,3,1,Gd,6,Typ,1,TA,Attchd,2000.0,Unf,2.0,451.0,TA,TA,Y,0,None,None,None,10,2009,WD ,213000,0.0,2,1,308,9
2477,60,RL,74.0,7632,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,96.0,Gd,TA,PConc,Gd,TA,No,784.0,784.0,GasA,Ex,Y,SBrkr,831,754,0,1585,3,1,Gd,7,Typ,0,None,Attchd,2005.0,RFn,2.0,449.0,TA,TA,Y,0,None,None,None,3,2006,WD ,184900,0.0,3,1,177,1
2871,190,RL,90.0,15750,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,TA,TA,CBlock,TA,TA,Mn,324.0,1165.0,GasA,TA,Y,SBrkr,1336,0,0,1336,2,1,TA,5,Typ,2,Gd,Attchd,1953.0,Unf,1.0,375.0,TA,TA,Y,0,None,None,None,6,2006,WD ,157000,1.0,1,0,0,53
2489,20,RL,0.0,9240,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,2002,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,252.0,864.0,GasA,Gd,Y,SBrkr,1211,0,0,1211,2,1,TA,6,Min1,1,TA,Detchd,1972.0,Unf,2.0,576.0,TA,TA,Y,0,None,MnPrv,None,3,2006,WD ,144000,0.0,1,1,161,44
1655,20,RL,80.0,10400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1979,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,253.0,TA,TA,CBlock,Gd,TA,No,356.0,1259.0,GasA,Ex,Y,SBrkr,1353,0,0,1353,2,1,TA,5,Typ,1,TA,Attchd,1979.0,RFn,2.0,478.0,TA,TA,Y,0,None,None,None,8,2007,WD ,192350,1.0,2,1,381,28
1891,20,RL,80.0,8800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1966,1966,Hip,CompShg,HdBoard,Plywood,BrkFace,202.0,TA,TA,CBlock,TA,TA,No,520.0,1174.0,GasA,Ex,Y,SBrkr,1200,0,0,1200,3,1,TA,6,Typ,1,TA,Attchd,1966.0,RFn,2.0,440.0,TA,TA,Y,0,None,MnPrv,None,10,2007,CWD,163500,1.0,2,0,0,41
1419,60,RL,86.0,11839,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,PConc,Gd,TA,No,390.0,1475.0,GasA,Ex,Y,SBrkr,1532,797,0,2329,4,1,Gd,10,Typ,1,Ex,Attchd,1990.0,Unf,2.0,514.0,TA,TA,Y,0,None,None,None,5,2008,WD ,262280,1.0,3,1,313,18
1473,20,RL,70.0,9135,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,Gd,TA,PConc,Gd,TA,Av,726.0,1536.0,GasA,Ex,Y,SBrkr,1536,0,0,1536,3,1,Gd,7,Typ,0,None,Attchd,2002.0,RFn,2.0,532.0,TA,TA,Y,0,None,None,None,12,2008,WD ,214000,1.0,2,1,266,6
2868,20,RL,90.0,14115,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1956,2004,Gable,CompShg,Stone,Stone,None,0.0,TA,TA,PConc,TA,TA,No,230.0,1073.0,GasA,Ex,Y,SBrkr,1811,0,0,1811,2,1,Ex,6,Typ,1,Gd,Attchd,1956.0,Fin,2.0,470.0,TA,TA,Y,0,None,None,None,7,2006,WD ,230000,0.0,1,1,280,50
1695,60,RL,109.0,14154,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,Ex,Gd,No,1063.0,1063.0,GasA,Ex,Y,SBrkr,1071,1101,0,2172,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,RFn,3.0,947.0,TA,TA,Y,0,None,None,None,8,2007,New,280000,0.0,3,1,254,1
2244,20,C (all),65.0,6565,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1957,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,106.0,1073.0,GasA,Gd,Y,FuseA,1073,0,0,1073,3,1,TA,6,Typ,0,None,Detchd,1985.0,Unf,2.0,720.0,TA,TA,Y,0,None,None,None,8,2007,WD ,140000,1.0,1,1,444,50
169,60,RL,70.0,7700,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,TA,TA,CBlock,TA,TA,No,756.0,756.0,GasA,TA,Y,SBrkr,1051,788,0,1839,4,1,TA,7,Typ,1,TA,Attchd,1966.0,Unf,2.0,442.0,TA,TA,Y,0,None,None,None,6,2010,WD ,155000,0.0,2,1,340,44
2670,50,C (all),63.0,4761,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,3,3,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,BrkTil,TA,Fa,No,1020.0,1020.0,GasA,Fa,N,FuseP,1020,0,0,1020,2,1,Fa,5,Typ,0,None,None,1918.0,None,0.0,0.0,None,None,N,0,None,None,None,10,2006,ConLD,64500,0.0,1,1,105,88
247,60,RL,87.0,12361,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,7,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,85.0,Gd,Gd,PConc,Gd,TA,No,86.0,946.0,GasA,Ex,Y,SBrkr,964,838,0,1802,3,1,Gd,8,Typ,1,Gd,2Types,2000.0,RFn,4.0,1017.0,TA,TA,Y,0,None,None,None,5,2010,WD ,218000,1.0,3,1,542,17
2137,80,RL,72.0,9720,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,7,1977,1977,Gable,CompShg,Plywood,VinylSd,BrkFace,51.0,TA,TA,CBlock,TA,Ex,Av,240.0,995.0,GasA,TA,Y,SBrkr,1009,0,0,1009,3,1,TA,6,Typ,1,Fa,Detchd,1977.0,Unf,2.0,576.0,TA,TA,Y,0,None,MnPrv,None,6,2007,WD ,160000,0.0,2,0,0,30
1794,20,FV,72.0,8640,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,1314.0,1338.0,GasA,Ex,Y,SBrkr,1338,0,0,1338,3,1,Gd,6,Typ,0,None,Attchd,2007.0,RFn,2.0,598.0,TA,TA,Y,0,None,None,None,11,2007,New,208900,0.0,2,1,141,0
1498,20,RL,123.0,47007,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1959,1996,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,None,None,None,0.0,0.0,GasA,TA,Y,SBrkr,3820,0,0,3820,5,1,Ex,11,Typ,2,Gd,Attchd,1959.0,Unf,2.0,624.0,TA,TA,Y,0,None,None,None,7,2008,WD ,284700,0.0,4,1,372,49
1164,160,FV,30.0,3180,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,689.0,689.0,GasA,Ex,Y,SBrkr,703,689,0,1392,2,1,Gd,5,Typ,0,None,Detchd,2007.0,Unf,2.0,540.0,TA,TA,Y,0,None,None,None,3,2008,WD ,146000,0.0,2,1,102,1
1179,120,RL,38.0,14963,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,474.0,1260.0,GasA,Ex,Y,SBrkr,1288,0,0,1288,1,1,Ex,4,Typ,2,Gd,Attchd,1996.0,Fin,2.0,500.0,TA,TA,Y,0,None,None,None,12,2008,WD ,245500,1.0,2,1,374,12
1340,45,RM,50.0,5000,Pave,None,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,992.0,992.0,GasA,Ex,Y,SBrkr,1013,0,0,1013,3,1,TA,6,Typ,0,None,Detchd,1926.0,Unf,1.0,160.0,Fa,TA,Y,0,None,None,None,4,2008,WD ,113000,0.0,1,1,101,82
436,20,RL,129.0,16870,Pave,None,IR1,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,238.0,Gd,TA,PConc,Ex,TA,Gd,251.0,1782.0,GasA,Ex,Y,SBrkr,1782,0,0,1782,3,1,Gd,7,Typ,2,Gd,Attchd,2004.0,Fin,3.0,932.0,TA,TA,Y,0,None,None,None,4,2009,WD ,296000,1.0,2,1,181,5
1636,20,RL,86.0,14157,Pave,None,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,TA,Gd,673.0,1922.0,GasA,Ex,Y,SBrkr,1922,0,0,1922,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,3.0,676.0,TA,TA,Y,0,None,None,None,7,2007,WD ,377426,1.0,2,1,229,2
421,20,RL,96.0,12456,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,Stone,230.0,Ex,TA,PConc,Ex,TA,Gd,528.0,1700.0,GasA,Ex,Y,SBrkr,1718,0,0,1718,3,1,Ex,7,Typ,1,Gd,Attchd,2008.0,Fin,3.0,786.0,TA,TA,Y,0,None,None,None,7,2009,WD ,337500,1.0,2,1,264,3
457,20,RL,100.0,14836,Pave,None,IR1,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,10,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,730.0,Ex,TA,PConc,Ex,TA,Gd,346.0,2492.0,GasA,Ex,Y,SBrkr,2492,0,0,2492,2,1,Ex,8,Typ,1,Ex,Attchd,2004.0,Fin,3.0,949.0,TA,TA,Y,0,None,None,None,2,2009,WD ,552000,1.0,3,1,461,5
2834,50,RL,56.0,6956,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,Fa,TA,Mn,624.0,624.0,GasA,Ex,Y,SBrkr,624,312,0,936,3,1,TA,5,Typ,0,None,Attchd,1948.0,Unf,1.0,265.0,TA,Po,Y,0,None,None,None,4,2006,WD ,97900,0.0,1,0,0,58
517,20,FV,75.0,7862,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,1191.0,1218.0,GasA,Ex,Y,SBrkr,1218,0,0,1218,2,1,Gd,4,Typ,0,None,Attchd,2009.0,Fin,2.0,676.0,TA,TA,Y,0,None,None,None,9,2009,New,208300,0.0,2,1,102,0
1566,60,RL,0.0,11050,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,910.0,910.0,GasA,Ex,Y,SBrkr,910,910,0,1820,3,1,Gd,8,Typ,1,TA,Attchd,1996.0,Unf,3.0,816.0,TA,TA,Y,0,None,None,None,9,2008,WD ,213000,0.0,3,1,350,12
1439,60,RL,57.0,8924,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,880.0,880.0,GasA,Ex,Y,SBrkr,880,844,0,1724,3,1,Gd,8,Typ,0,None,Attchd,1998.0,Fin,2.0,527.0,TA,TA,Y,0,None,None,None,7,2008,WD ,188000,0.0,3,1,275,10
2577,20,RL,0.0,9610,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,632.0,TA,TA,CBlock,TA,TA,No,918.0,1121.0,GasA,Ex,Y,FuseA,1336,0,0,1336,3,1,TA,7,Typ,1,TA,Attchd,1958.0,RFn,2.0,488.0,TA,TA,Y,0,None,None,None,12,2006,WD ,162000,0.0,2,1,80,48
2241,50,RM,75.0,13710,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,490.0,910.0,GasA,TA,Y,FuseA,910,648,0,1558,4,1,TA,6,Typ,0,None,Attchd,1950.0,Unf,1.0,282.0,TA,TA,Y,0,None,MnPrv,None,6,2007,WD ,152000,0.0,2,1,289,57
71,60,FV,100.0,12552,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,769.0,991.0,GasA,Ex,Y,SBrkr,991,956,0,1947,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,RFn,2.0,678.0,TA,TA,Y,0,None,GdWo,None,5,2010,WD ,254900,0.0,3,1,136,6
1143,60,RL,43.0,14565,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Av,295.0,832.0,GasA,Ex,Y,SBrkr,832,825,0,1657,3,1,Gd,6,Typ,0,None,Attchd,1994.0,RFn,2.0,483.0,TA,TA,Y,0,None,None,Shed,11,2008,WD ,189000,0.0,3,1,218,14
1021,20,RL,56.0,18559,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1978,1978,Hip,CompShg,Plywood,Plywood,BrkFace,383.0,Gd,Gd,CBlock,Gd,TA,No,656.0,2048.0,GasA,TA,Y,SBrkr,2064,0,0,2064,3,1,Gd,7,Typ,2,Fa,Attchd,1978.0,Fin,2.0,550.0,TA,TA,Y,0,None,None,None,8,2008,WD ,235000,1.0,2,1,200,30
