Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,AvgSpeed,Depart,Sunset,Sunrise,Precip_1,Precip_2,week_of_year
2008-06-29,76.0,60.5,68.5,58.0,61.0,0.0,3.5,9.9,-3,1931,419,0.58,0.22,26
2008-06-30,80.5,59.0,70.0,49.5,58.0,0.0,5.0,9.35,-2,1931,419,0.0,0.0,27
2008-07-01,83.5,57.5,71.0,50.5,60.0,0.0,6.0,8.15,-1,1931,420,0.0,0.0,27
2008-07-02,88.0,63.0,75.5,62.0,66.5,0.0,10.5,12.45,3,1931,420,0.2,0.12,27
2008-07-03,71.0,57.0,64.0,51.0,57.0,1.0,0.0,12.75,-9,1931,421,0.0001,0.0001,27
2008-07-04,75.5,55.0,65.5,50.0,57.5,0.5,1.0,7.05,-8,1930,422,0.0,0.0,27
2008-07-05,79.5,55.5,67.5,52.0,59.5,0.0,2.5,6.35,-5,1930,422,0.0,0.0,27
2008-07-06,87.5,61.0,74.5,57.5,65.0,0.0,9.5,9.15,1,1930,423,0.0,0.0,27
2008-07-07,87.0,72.5,80.0,67.5,71.0,0.0,15.0,11.65,7,1930,423,0.03,0.11,28
2008-07-08,85.5,58.0,72.0,67.5,71.0,0.0,13.0,8.7,5,1929,424,0.03,0.28,28
2008-07-09,85.0,67.0,76.0,55.0,63.5,0.0,11.0,9.7,3,1929,425,0.0001,0.0,28
2008-07-10,83.0,64.0,73.5,62.5,66.5,0.0,8.5,8.899999999999999,0,1929,425,0.72,0.43,28
2008-07-11,88.5,64.0,76.5,65.0,69.0,0.0,11.5,7.95,3,1928,426,0.34,0.03,28
2008-07-12,82.0,65.5,74.0,63.5,66.5,0.0,9.0,10.65,0,1928,427,0.73,0.65,28
2008-07-13,79.0,61.5,70.5,53.5,61.0,0.0,5.5,13.1,-2,1927,428,0.0,0.0,28
2008-07-14,84.0,62.0,73.0,54.0,62.0,0.0,8.0,7.449999999999999,0,1927,428,0.0,0.0,29
2008-07-15,90.5,64.0,77.5,62.5,68.5,0.0,12.5,7.85,2,1926,429,0.0,0.0,29
2008-07-16,90.5,72.0,81.5,66.5,70.5,0.0,16.5,7.300000000000001,7,1925,430,0.0,0.0,29
2008-07-17,89.5,72.5,81.0,66.0,71.0,0.0,16.0,9.15,6,1925,431,0.0,0.0,29
2008-07-18,88.5,73.5,81.0,67.5,71.5,0.0,16.0,6.8,6,1924,432,0.04,0.0001,29
2008-07-19,79.0,68.5,74.0,69.0,70.0,0.0,9.0,5.85,-1,1923,433,1.61,1.22,29
2008-07-20,86.0,68.0,77.0,68.0,71.0,0.0,12.0,6.35,3,1923,433,0.74,0.43,29
2008-07-21,83.5,69.0,76.5,65.5,68.5,0.0,11.5,7.7,2,1922,434,0.13,0.13,30
2008-07-22,76.0,64.5,70.5,60.0,64.0,0.0,5.5,9.0,-4,1921,435,0.0001,0.06,30
2008-07-23,81.0,60.0,71.0,52.0,60.5,0.0,6.0,8.9,-3,1920,436,0.0,0.0,30
2008-07-24,82.0,59.5,71.0,52.5,61.0,0.0,6.0,4.550000000000001,-3,1919,437,0.0,0.0,30
2008-07-25,83.0,63.0,73.5,63.0,67.0,0.0,8.5,7.25,-2,1918,438,0.0,0.0,30
2008-07-26,84.5,66.0,75.5,58.0,65.5,0.0,10.5,8.4,1,1918,439,0.0,0.0,30
2008-07-27,83.0,62.5,73.0,58.0,64.5,0.0,8.0,6.75,-1,1917,440,0.0,0.0,30
2008-07-28,84.5,68.0,76.5,63.0,67.5,0.0,11.5,6.25,2,1916,441,0.0,0.0,31
2008-07-29,88.5,67.5,78.5,67.0,70.5,0.0,13.5,7.9,3,1915,442,0.05,0.23,31
2008-07-30,89.5,72.0,81.0,66.0,70.5,0.0,16.0,9.15,7,1914,443,0.0,0.0,31
2008-07-31,89.0,71.5,80.5,68.0,71.0,0.0,15.5,6.35,7,1913,444,0.14,0.5,31
2008-08-01,89.0,70.0,80.0,68.5,72.5,0.0,15.0,4.65,6,1911,445,1.05,0.0,31
2008-08-02,80.5,66.5,73.5,59.5,65.0,0.0,8.5,9.2,0,1910,446,0.0,0.0,31
2008-08-03,84.5,62.0,73.5,61.0,66.5,0.0,8.5,6.25,0,1909,447,0.0,0.0,31
2008-08-04,87.5,69.5,79.0,68.5,70.5,0.0,14.0,9.05,6,1908,448,2.43,0.59,32
2008-08-05,87.5,70.0,79.0,68.0,71.5,0.0,14.0,6.85,5,1907,449,0.0,0.08,32
2008-08-06,84.0,67.0,76.0,60.0,66.0,0.0,11.0,7.5,3,1906,450,0.0,0.01,32
2008-08-07,81.5,63.5,72.5,56.5,63.0,0.0,7.5,9.25,0,1904,451,0.0,0.01,32
2008-08-08,78.5,63.5,71.0,54.0,61.0,0.0,6.0,7.050000000000001,-2,1903,452,0.0,0.0,32
2008-08-09,79.0,61.5,70.5,58.0,62.5,0.0,5.5,9.3,-2,1902,453,0.0001,0.0001,32
2008-08-10,74.0,59.5,67.0,52.5,58.5,0.0,2.0,9.45,-7,1900,454,0.0,0.0,32
2008-08-11,76.5,59.5,68.0,57.0,61.5,0.0,3.0,6.199999999999999,-5,1859,455,0.0,0.0,33
2008-08-12,77.0,61.5,69.5,57.0,62.0,0.0,4.5,3.9,-4,1858,456,0.0,0.0,33
2008-08-13,78.0,66.0,72.5,59.0,63.0,0.0,7.5,4.9,0,1856,457,0.06,0.0001,33
2008-08-14,78.5,64.0,71.5,60.0,64.0,0.0,6.5,8.15,-1,1855,458,0.0,0.0001,33
2008-08-15,78.0,61.0,70.0,54.5,61.0,0.0,5.0,8.5,-2,1854,459,0.0,0.0,33
2008-08-16,82.5,58.5,71.0,53.0,61.0,0.0,6.0,6.45,-1,1852,500,0.0,0.0,33
2008-08-17,84.5,63.0,74.0,59.5,65.0,0.0,9.0,8.4,2,1851,501,0.0,0.0,33
2008-08-18,85.0,65.0,75.0,57.5,64.5,0.0,10.0,7.2,3,1849,502,0.0,0.0,34
2008-08-19,83.0,64.0,74.0,64.0,67.5,0.0,9.0,6.35,2,1848,503,0.0,0.0,34
2008-08-20,81.0,66.0,73.5,59.5,65.0,0.0,8.5,7.550000000000001,2,1846,504,0.0,0.0,34
2008-08-21,82.0,68.5,75.5,60.5,66.0,0.0,10.5,8.05,4,1845,505,0.0001,0.0001,34
2008-08-22,83.5,73.5,79.0,68.5,71.5,0.0,14.0,12.15,7,1843,506,0.09,0.0001,34
2008-08-23,88.5,68.5,79.0,67.0,70.5,0.0,14.0,9.5,7,1842,508,0.0,0.0,34
2008-08-24,77.5,64.0,71.0,57.0,62.5,0.0,6.0,9.85,-1,1840,509,0.0,0.0,34
2008-08-25,74.0,65.0,69.5,55.0,60.5,0.0,4.5,12.25,-1,1839,510,0.0,0.0,35
2008-08-26,75.5,61.0,68.5,54.5,60.5,0.0,3.5,8.95,-1,1837,511,0.0,0.0,35
2008-08-27,82.5,60.5,71.5,56.5,63.0,0.0,6.5,5.300000000000001,2,1835,512,0.0,0.0,35
2008-08-28,80.5,65.0,73.0,64.5,67.5,0.0,8.0,6.6,2,1834,513,0.06,0.02,35
2008-08-29,84.5,65.5,75.5,59.5,65.5,0.0,10.5,6.3,5,1832,514,0.04,0.0001,35
2008-08-30,87.0,58.5,73.0,55.0,63.0,0.0,8.0,3.5,2,1831,515,0.0,0.0,35
2008-08-31,89.5,62.5,76.0,56.5,64.5,0.0,11.0,5.300000000000001,6,1829,516,0.0,0.0,35
2008-09-01,89.5,64.5,77.0,54.0,63.5,0.0,12.0,7.800000000000001,8,1827,517,0.0,0.0,36
2008-09-02,94.5,66.5,81.0,61.0,68.0,0.0,16.0,4.45,12,1826,518,0.0,0.0001,36
2008-09-03,77.0,67.0,72.5,61.0,64.5,0.0,7.5,11.25,4,1824,519,0.02,0.0,36
2008-09-04,67.5,62.0,65.0,62.0,63.0,0.5,0.5,12.3,-4,1822,520,2.9,2.68,36
2008-09-05,69.0,57.5,63.5,57.0,59.5,1.5,0.0,5.800000000000001,-3,1821,521,0.0,0.01,36
2008-09-06,74.0,54.5,64.5,54.0,58.5,0.5,0.0,5.4,-3,1819,522,0.01,0.0001,36
2008-09-07,74.0,56.5,65.5,51.5,57.5,0.0,0.5,7.0,-2,1817,523,0.0,0.01,36
2008-09-08,68.5,52.5,61.0,53.0,55.5,4.0,0.0,6.550000000000001,-6,1815,524,1.23,1.01,37
2008-09-09,68.5,49.0,59.0,45.5,52.0,6.0,0.0,6.15,-7,1814,525,0.0,0.01,37
2008-09-10,72.0,49.0,60.5,47.5,54.0,4.5,0.0,5.0,-6,1812,526,0.0,0.0,37
2008-09-11,79.0,56.0,67.5,57.0,61.5,0.0,2.5,9.6,2,1810,527,0.0001,0.0,37
2008-09-12,73.0,69.0,71.0,67.5,68.5,0.0,6.0,6.949999999999999,6,1809,528,0.37,0.62,37
2008-09-13,76.0,68.5,72.5,70.0,71.0,0.0,7.5,9.4,7,1807,529,6.64,3.07,37
2008-09-14,72.0,58.0,65.0,61.5,62.5,0.0,0.0,10.0,1,1805,530,1.44,1.75,37
2008-09-15,64.0,54.0,59.0,52.0,55.5,6.0,0.0,6.199999999999999,-6,1803,531,0.0001,0.01,38
2008-09-16,71.0,49.5,60.5,50.0,55.0,4.5,0.0,6.0,-4,1760,532,0.0,0.0,38
2008-09-17,82.5,57.5,70.5,56.0,60.5,0.0,5.5,7.55,6,1758,533,0.0,0.0,38
2008-09-18,74.0,59.0,66.5,55.5,60.0,0.0,1.5,7.550000000000001,1,1756,535,0.0,0.0,38
2008-09-19,78.0,56.0,67.5,53.5,59.5,0.0,2.5,6.4,3,1755,536,0.0,0.0,38
2008-09-20,82.0,57.5,70.0,56.5,61.5,0.0,5.0,3.0,7,1753,537,0.0,0.0,38
2008-09-21,80.0,59.0,69.5,61.0,64.5,0.0,4.5,3.9,7,1751,538,0.0,0.0,38
2008-09-22,81.5,62.0,72.0,59.0,64.0,0.0,7.0,7.65,9,1749,539,0.0,0.0,39
2008-09-23,82.5,61.0,72.0,56.5,62.5,0.0,7.0,7.65,10,1748,540,0.0,0.0,39
2008-09-24,82.0,59.5,71.0,58.0,63.0,0.0,6.0,4.75,9,1746,541,0.2,0.0,39
2008-09-25,77.5,64.5,71.0,61.0,64.5,0.0,6.0,6.75,9,1744,542,0.0,0.0,39
2008-09-26,78.5,59.5,69.0,54.5,60.5,0.0,4.0,4.449999999999999,9,1742,543,0.0,0.0,39
2008-09-27,80.5,54.0,67.5,54.0,60.0,0.0,2.5,2.9000000000000004,7,1741,544,0.0,0.0,39
2008-09-28,68.5,58.5,64.0,57.0,60.0,1.0,0.0,7.6,4,1739,545,0.0,0.0,39
2008-09-29,64.5,55.0,60.0,56.0,58.0,5.0,0.0,4.6,0,1737,546,0.82,0.11,40
2008-09-30,60.0,48.0,54.5,44.5,49.5,10.5,0.0,10.5,-5,1735,547,0.0,0.01,40
2008-10-01,61.5,46.0,54.0,40.5,47.0,11.0,0.0,11.05,-4,1734,548,0.0,0.0,40
2008-10-02,61.5,42.5,52.5,40.0,47.0,12.5,0.0,9.65,-6,1732,549,0.0,0.0,40
2008-10-03,59.5,46.5,53.0,42.5,48.0,12.0,0.0,8.0,-5,1730,550,0.01,0.01,40
2008-10-04,60.5,40.0,50.5,38.5,45.5,14.5,0.0,4.35,-7,1729,552,0.0,0.0,40
2008-10-05,61.0,43.5,52.5,42.0,48.5,12.5,0.0,6.9,-6,1727,553,0.06,0.03,40
2008-10-06,69.5,55.0,62.5,46.5,54.0,2.5,0.0,9.9,6,1725,554,0.0,0.0,41
2008-10-07,64.0,56.0,60.5,52.0,56.0,4.5,0.0,11.1,4,1724,555,0.8,0.86,41
2008-10-08,63.5,51.0,57.5,51.5,54.5,7.5,0.0,8.2,1,1722,556,0.19,0.29,41
2008-10-09,69.0,47.5,58.5,38.5,49.0,6.5,0.0,5.3,3,1720,557,0.0,0.0,41
2008-10-10,72.5,44.0,58.5,41.5,50.5,6.5,0.0,6.4,2,1719,558,0.0,0.0,41
2008-10-11,79.5,53.0,66.5,50.0,57.0,0.0,1.5,5.0,11,1717,559,0.0,0.0,41
2008-10-12,85.0,59.5,72.5,55.0,61.5,0.0,7.5,5.699999999999999,17,1715,600,0.0,0.0,41
2008-10-13,78.0,62.5,70.5,57.5,63.0,0.0,5.5,8.399999999999999,16,1714,602,0.0,0.0,42
2008-10-14,69.5,54.0,62.0,43.0,51.5,3.0,0.0,7.0,8,1712,603,0.0001,0.0001,42
2008-10-15,63.5,48.5,56.0,50.5,53.5,9.0,0.0,6.55,2,1711,604,0.3,0.24,42
2008-10-16,59.0,43.5,51.5,38.5,44.5,13.5,0.0,7.75,-1,1709,605,0.0,0.0,42
2008-10-17,56.5,43.5,50.0,39.5,45.0,15.0,0.0,7.2,-2,1707,606,0.0,0.0001,42
2008-10-18,60.0,44.5,52.5,40.5,46.0,12.5,0.0,5.699999999999999,1,1706,607,0.05,0.14,42
2008-10-19,62.0,42.0,52.0,37.0,45.5,13.0,0.0,11.65,0,1704,608,0.0,0.0,42
2008-10-20,55.5,43.5,49.5,42.5,46.5,15.5,0.0,7.5,-1,1703,610,0.18,0.31,43
2008-10-21,55.0,38.5,47.0,36.0,42.5,18.0,0.0,8.95,-3,1701,611,0.0,0.0,43
2008-10-22,53.0,37.5,45.5,29.5,40.0,19.5,0.0,12.85,-6,1660,612,0.0,0.0,43
2008-10-23,59.0,40.5,50.0,35.0,43.5,15.0,0.0,11.3,1,1658,613,0.16,0.09,43
2008-10-24,55.0,44.5,50.0,44.0,47.0,15.0,0.0,6.5,0,1657,614,0.32,0.63,43
2008-10-25,53.0,43.0,48.0,40.5,44.5,17.0,0.0,12.75,0,1656,616,0.0001,0.0001,43
2008-10-26,56.0,36.5,46.5,33.0,41.0,18.5,0.0,18.1,-1,1654,617,0.0001,0.01,43
2008-10-27,47.0,33.5,40.5,27.5,35.0,24.5,0.0,14.15,-8,1653,618,0.0001,0.0001,44
2008-10-28,45.0,31.5,38.5,23.0,33.0,26.5,0.0,10.6,-9,1651,619,0.0,0.0,44
2008-10-29,51.0,32.5,42.0,24.5,34.5,23.0,0.0,6.15,-5,1650,620,0.0,0.0,44
2008-10-30,62.5,32.5,48.0,31.5,41.0,17.0,0.0,9.9,1,1649,622,0.0,0.0,44
2008-10-31,70.5,48.5,59.5,46.0,51.0,5.5,0.0,7.65,13,1647,623,0.0,0.0,44
2009-05-01,61.0,47.0,54.0,41.0,47.5,11.0,0.0,8.55,0,1849,448,0.02,0.04,18
2009-05-02,65.5,44.5,55.0,33.5,45.5,10.0,0.0,9.35,1,1850,447,0.0,0.0,18
2009-05-03,70.0,44.0,57.5,34.5,47.5,7.5,0.0,4.85,3,1851,446,0.0,0.0,18
2009-05-04,70.0,46.0,58.5,35.0,47.5,6.5,0.0,8.0,3,1852,444,0.0,0.0,19
2009-05-05,70.5,51.5,61.0,40.5,50.5,4.0,0.0,5.95,5,1853,443,0.0,0.0,19
2009-05-06,75.0,53.5,64.5,51.0,55.5,1.0,0.5,7.65,8,1855,442,0.67,0.86,19
2009-05-07,77.0,56.0,67.0,52.5,57.5,0.0,2.0,9.75,12,1856,441,0.19,0.03,19
2009-05-08,75.5,55.0,65.5,54.0,58.5,0.0,0.5,6.05,9,1857,439,0.02,0.01,19
2009-05-09,63.5,45.5,55.0,44.0,48.5,10.0,0.0,11.55,-1,1858,438,0.0001,0.0,19
2009-05-10,67.0,41.5,54.5,39.5,46.5,10.5,0.0,8.7,-2,1859,437,0.0,0.02,19
2009-05-11,61.0,39.5,50.5,34.5,44.0,14.5,0.0,4.55,-7,1900,436,0.0,0.0,20
2009-05-12,71.5,41.5,56.5,33.0,47.0,8.5,0.0,9.55,-2,1901,435,0.0,0.0,20
2009-05-13,70.5,53.5,62.5,57.0,59.0,2.5,0.0,15.6,4,1902,434,0.55,1.03,20
2009-05-14,68.5,54.0,61.5,44.0,52.5,3.5,0.0,11.0,3,1903,433,0.0,0.0001,20
2009-05-15,62.0,53.5,58.0,51.5,54.5,7.0,0.0,7.300000000000001,-1,1904,432,0.39,0.7,20
2009-05-16,62.0,46.0,54.5,40.5,49.5,10.5,0.0,12.45,-5,1905,431,0.0,0.04,20
2009-05-17,61.0,40.0,50.5,27.5,42.0,14.5,0.0,6.35,-8,1906,430,0.0,0.0,20
2009-05-18,66.5,42.5,54.5,31.5,45.0,10.5,0.0,9.7,-7,1907,429,0.0001,0.0001,21
2009-05-19,80.0,53.0,66.5,43.5,54.5,0.0,1.5,13.1,6,1908,428,0.0,0.0,21
2009-05-20,84.5,61.0,73.0,43.5,57.0,0.0,8.0,13.35,12,1909,427,0.0,0.0001,21
2009-05-21,84.5,60.0,72.5,48.5,59.0,0.0,7.5,11.85,11,1910,426,0.0,0.0,21
2009-05-22,69.5,54.5,62.0,46.5,53.5,3.0,0.0,10.65,0,1911,425,0.0,0.0,21
2009-05-23,79.5,52.5,66.0,50.5,57.5,0.0,1.0,5.6,4,1912,425,0.0,0.0001,21
2009-05-24,70.5,55.5,63.0,46.5,53.5,2.0,0.0,10.9,1,1913,424,0.0,0.0,21
2009-05-25,65.5,55.0,60.5,44.5,52.0,4.5,0.0,10.15,-1,1914,423,0.04,0.08,22
2009-05-26,75.0,54.5,65.0,52.5,56.5,0.5,0.5,7.3,2,1915,422,1.73,1.38,22
2009-05-27,74.0,56.5,65.5,59.0,61.5,0.5,1.0,7.75,2,1916,422,0.02,0.0001,22
2009-05-28,63.0,54.5,59.0,51.0,54.0,6.0,0.0,8.2,-5,1916,421,0.0,0.0,22
2009-05-29,75.5,52.5,64.0,49.0,55.0,1.5,0.5,6.85,-2,1917,421,0.0001,0.0,22
2009-05-30,79.0,51.5,65.5,46.0,54.5,0.0,0.5,6.699999999999999,1,1918,420,0.0001,0.0001,22
2009-05-31,72.5,47.0,60.0,42.0,51.0,5.0,0.0,5.449999999999999,-5,1919,420,0.0,0.0,22
2009-06-01,79.0,51.5,65.5,53.5,57.5,0.0,0.5,10.55,1,1920,419,0.44,0.83,23
2009-06-02,60.5,49.0,55.0,46.5,50.5,10.0,0.0,8.6,-10,1920,419,0.12,0.06,23
2009-06-03,61.0,45.0,53.0,39.5,47.0,12.0,0.0,11.05,-12,1921,418,0.0,0.0,23
2009-06-04,68.0,44.5,56.5,37.5,48.5,8.5,0.0,6.15,-9,1922,418,0.0,0.0,23
2009-06-05,79.5,45.5,63.0,43.5,54.0,2.0,0.0,6.95,-3,1923,417,0.0,0.0,23
2009-06-06,64.5,53.0,59.0,46.5,51.5,6.0,0.0,7.45,-9,1923,417,0.02,0.0001,23
2009-06-07,73.5,54.0,64.0,53.5,58.0,1.0,0.0,7.300000000000001,-3,1924,417,0.04,0.0001,23
2009-06-08,81.0,53.5,67.5,60.5,64.0,0.0,2.5,9.6,0,1925,417,0.45,0.3,24
2009-06-09,67.0,55.5,61.5,53.0,56.0,3.5,0.0,7.1,-5,1925,416,0.0001,0.0001,24
2009-06-10,67.0,54.5,61.0,49.5,54.0,4.0,0.0,8.95,-6,1926,416,0.01,0.04,24
2009-06-11,62.0,53.0,58.0,52.0,54.0,7.0,0.0,9.65,-8,1926,416,0.01,1.14,24
2009-06-12,73.0,49.5,61.5,49.0,55.0,3.5,0.0,6.25,-6,1927,416,0.0001,0.0001,24
2009-06-13,67.0,55.0,61.0,51.5,55.0,4.0,0.0,7.15,-7,1927,416,0.33,0.31,24
2009-06-14,76.5,52.5,64.5,49.0,57.0,0.5,0.0,5.25,-4,1928,416,0.0,0.0,24
2009-06-15,81.0,55.0,68.0,49.0,58.0,0.0,3.0,7.050000000000001,-1,1928,416,0.0,0.0,25
2009-06-16,71.0,61.5,66.5,56.0,60.5,0.0,1.5,11.25,-4,1929,416,1.23,1.07,25
2009-06-17,72.0,62.0,67.0,59.5,62.5,0.0,2.0,6.45,-3,1929,416,0.0,0.0,25
2009-06-18,80.5,62.0,71.5,63.5,67.0,0.0,6.5,6.85,1,1929,416,0.12,0.11,25
2009-06-19,87.0,65.5,76.5,67.5,69.5,0.0,11.5,11.05,6,1930,416,3.97,0.87,25
2009-06-20,87.5,68.5,78.5,65.0,70.0,0.0,13.5,8.6,8,1930,416,0.0,0.0,25
2009-06-21,85.0,70.5,78.0,63.5,68.5,0.0,13.0,3.7,7,1930,416,0.01,0.0001,25
2009-06-22,89.0,69.0,79.5,67.0,71.0,0.0,14.5,6.4,9,1931,417,0.09,0.06,26
2009-06-23,93.0,73.0,83.5,68.5,73.0,0.0,18.5,4.0,13,1931,417,0.0,0.0,26
2009-06-24,93.5,74.0,84.0,68.0,73.0,0.0,19.0,5.05,14,1931,417,0.04,0.78,26
2009-06-25,93.5,75.5,85.0,68.5,73.0,0.0,20.0,4.75,14,1931,417,0.0001,0.0,26
2009-06-26,86.0,70.5,78.5,60.5,67.0,0.0,13.5,8.1,7,1931,418,0.0,0.0,26
2009-06-27,89.5,64.5,77.5,60.5,67.0,0.0,12.5,6.9,5,1931,418,0.3,0.05,26
2009-06-28,83.0,67.0,75.5,53.0,62.0,0.0,10.5,14.1,4,1931,419,0.0,0.0,26
2009-06-29,77.5,64.0,71.0,54.0,61.0,0.0,6.0,13.4,-1,1931,419,0.0,0.0,27
2009-06-30,67.0,60.0,64.0,53.0,57.5,1.0,0.0,8.7,-9,1931,419,0.0,0.0,27
2009-07-01,65.0,57.0,61.0,53.0,56.5,4.0,0.0,8.05,-11,1931,420,0.0001,0.02,27
2009-07-02,73.0,59.5,66.5,54.5,60.0,0.0,1.5,8.2,-6,1931,420,0.0,0.0,27
2009-07-03,79.0,62.5,71.0,56.0,62.0,0.0,6.0,6.15,-1,1931,421,0.0,0.0,27
2009-07-04,69.0,61.0,65.0,58.0,61.5,0.5,0.5,4.25,-8,1930,422,0.2,0.12,27
2009-07-05,81.5,59.0,70.5,58.5,63.5,0.0,5.5,2.5,-3,1930,422,0.05,0.03,27
2009-07-06,85.5,61.5,73.5,54.0,62.5,0.0,8.5,6.65,1,1930,423,0.0,0.0,28
2009-07-07,76.5,62.0,69.5,54.5,60.5,0.0,4.5,7.25,-4,1930,423,0.0001,0.0,28
2009-07-08,66.5,61.5,64.0,55.5,59.0,1.0,0.0,7.2,-10,1929,424,0.06,0.17,28
2009-07-09,79.5,61.0,70.5,57.5,63.5,0.0,5.5,7.1,-4,1929,425,0.0,0.0,28
2009-07-10,83.0,65.0,74.5,64.5,67.5,0.0,9.5,4.75,0,1929,425,0.08,0.12,28
2009-07-11,85.0,65.5,75.5,59.5,66.0,0.0,10.5,7.3,1,1928,426,0.25,1.12,28
2009-07-12,82.0,59.0,70.5,50.5,60.0,0.0,5.5,5.45,-3,1928,427,0.0,0.0,28
2009-07-13,78.5,63.5,71.0,47.0,58.0,0.0,6.0,6.6,-3,1927,428,0.0,0.0,29
2009-07-14,80.5,57.5,69.5,50.0,59.5,0.0,4.5,7.6,-5,1927,428,0.0,0.0,29
2009-07-15,85.5,66.0,76.0,62.0,67.0,0.0,11.0,13.1,1,1926,429,0.68,0.32,29
2009-07-16,81.0,64.5,73.0,56.5,62.5,0.0,8.0,10.55,-2,1925,430,0.0001,0.17,29
2009-07-17,70.0,57.5,64.0,51.5,56.5,1.0,0.0,10.6,-10,1925,431,0.0,0.0001,29
2009-07-18,72.5,57.5,65.5,52.0,57.5,0.0,0.5,7.649999999999999,-9,1924,432,0.0,0.0,29
2009-07-19,72.0,58.5,65.5,52.5,58.5,0.5,1.0,4.3,-10,1923,433,0.0,0.0,29
2009-07-20,76.0,57.0,67.0,55.5,60.5,0.0,2.0,6.0,-8,1923,433,0.0,0.0,30
2009-07-21,81.0,61.0,71.0,56.5,62.5,0.0,6.0,6.05,-5,1922,434,0.04,0.0,30
2009-07-22,78.5,64.5,72.0,60.0,64.0,0.0,7.0,5.45,-3,1921,435,0.0001,0.0,30
2009-07-23,80.5,62.5,71.5,59.0,63.5,0.0,6.5,5.5,-2,1920,436,0.0,0.1,30
2009-07-24,83.0,61.5,72.5,59.5,64.5,0.0,7.5,9.7,-2,1919,437,0.14,0.19,30
2009-07-25,81.0,66.0,74.0,58.5,64.5,0.0,9.0,11.3,0,1918,438,0.0,0.0001,30
2009-07-26,82.0,63.5,73.0,58.5,64.5,0.0,8.0,9.0,-1,1918,439,0.0001,0.0,30
2009-07-27,84.0,65.0,74.5,61.0,66.5,0.0,9.5,9.85,0,1917,440,0.02,0.03,31
2009-07-28,85.0,67.0,76.0,61.0,66.5,0.0,11.0,7.85,1,1916,441,0.01,0.01,31
2009-07-29,80.0,64.0,72.5,51.5,60.0,0.0,7.5,7.1,-2,1915,442,0.0,0.0,31
2009-07-30,79.5,62.0,71.0,57.0,62.5,0.0,6.0,5.9,-5,1914,443,0.0001,0.0001,31
2009-07-31,81.5,60.0,71.0,54.5,61.5,0.0,6.0,7.0,-4,1913,444,0.0,0.0,31
2009-08-01,75.0,62.0,68.5,59.0,62.5,0.0,3.5,10.95,-5,1911,445,0.0001,0.01,31
2009-08-02,78.5,57.5,68.5,51.5,59.0,0.0,3.5,9.0,-5,1910,446,0.0,0.0,31
2009-08-03,85.0,67.5,76.5,60.5,66.0,0.0,11.5,11.85,3,1909,447,0.07,0.06,32
2009-08-04,85.5,68.0,77.0,62.0,67.5,0.0,12.0,6.0,3,1908,448,0.0,0.0,32
2009-08-05,79.0,63.5,71.5,55.0,62.0,0.0,6.5,4.9,-3,1907,449,0.0,0.0,32
2009-08-06,81.5,61.0,71.5,51.0,60.0,0.0,6.5,5.45,-2,1906,450,0.0,0.0,32
2009-08-07,74.0,65.5,70.0,59.0,63.0,0.0,5.0,7.5,-4,1904,451,0.33,0.23,32
2009-08-08,89.0,68.5,79.0,70.0,73.0,0.0,14.0,13.2,6,1903,452,0.02,0.08,32
2009-08-09,91.5,77.0,84.5,71.5,74.5,0.0,19.5,12.6,11,1902,453,0.18,0.02,32
2009-08-10,85.5,70.5,78.5,65.5,69.5,0.0,13.5,8.05,5,1900,454,0.0,0.0,33
2009-08-11,81.5,63.5,72.5,61.5,66.0,0.0,7.5,8.35,-1,1859,455,0.0,0.0,33
2009-08-12,82.5,61.5,72.5,55.5,62.5,0.0,7.5,6.45,-1,1858,456,0.0,0.0,33
2009-08-13,86.0,61.5,74.0,55.0,63.0,0.0,9.0,3.9,0,1856,457,0.0,0.0,33
2009-08-14,88.0,65.0,77.0,59.0,66.0,0.0,12.0,6.1,4,1855,458,0.0,0.0,33
2009-08-15,89.0,68.5,79.0,61.0,67.5,0.0,14.0,8.8,6,1854,459,0.0,0.0,33
2009-08-16,89.0,70.5,80.0,67.5,70.5,0.0,15.0,10.15,7,1852,500,0.63,0.27,33
2009-08-17,83.0,70.5,77.0,68.0,70.5,0.0,12.0,6.65,5,1851,501,0.33,0.59,34
2009-08-18,83.5,65.5,74.5,60.0,65.5,0.0,9.5,8.2,2,1849,502,0.0,0.0,34
2009-08-19,82.0,61.5,72.0,61.0,65.5,0.0,7.0,8.45,0,1848,503,0.35,0.61,34
2009-08-20,78.5,64.0,71.5,61.0,65.0,0.0,6.5,12.6,0,1846,504,0.07,0.12,34
2009-08-21,73.5,59.0,66.5,58.0,61.0,0.0,1.5,11.95,-5,1845,505,0.16,0.05,34
2009-08-22,68.5,57.5,63.5,52.0,56.5,1.5,0.0,9.9,-8,1843,506,0.0,0.0,34
2009-08-23,73.5,57.0,65.5,54.0,58.5,0.0,0.5,7.0,-6,1842,508,0.0,0.0,34
2009-08-24,79.0,55.5,67.5,56.5,61.5,0.0,2.5,5.4,-4,1840,509,0.0,0.0,35
2009-08-25,82.5,60.0,71.5,61.0,65.0,0.0,6.5,8.899999999999999,1,1839,510,0.0,0.0,35
2009-08-26,72.5,63.0,68.0,63.0,64.5,0.0,3.0,7.55,-2,1837,511,0.93,0.54,35
